id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_eco,opening_name,opening_ply,start_at,end_at,game_duration_mins,base_time,increment_time,hour,rating_diff,game_type
0jdy8geu,True,1388426739114.0,1388427451416.0,55,mate,white,25+0,1294,1201,C00,French Defense: Normal Variation,3,2013-12-30 18:05:39.114,2013-12-30 18:17:31.416,12.0,25,0,18,93,classic
63k3idsm,True,1388424249145.0,1388425845861.0,12,outoftime,black,25+0,1252,1187,C00,French Defense: Steinitz Attack,3,2013-12-30 17:24:09.145,2013-12-30 17:50:45.861,27.0,25,0,17,65,classic
iwzkl2y2,True,1388421690131.0,1388423174573.0,95,mate,white,25+0,1378,1194,A00,Polish Opening,1,2013-12-30 16:41:30.131,2013-12-30 17:06:14.573,25.0,25,0,16,184,classic
k6z1633k,True,1388419109199.0,1388421479363.0,110,mate,black,25+0,1431,1173,C00,French Defense: Steinitz Attack,3,2013-12-30 15:58:29.199,2013-12-30 16:37:59.363,40.0,25,0,15,258,classic
mrtel5f3,True,1388338988237.0,1388341252152.0,103,mate,white,25+0,1203,1185,C00,French Defense: Knight Variation,3,2013-12-29 17:43:08.237,2013-12-29 18:20:52.152,38.0,25,0,17,18,classic
flfpw5py,True,1388336803226.0,1388338842657.0,71,outoftime,white,25+0,1236,1197,C01,French Defense: Mediterranean Defense,4,2013-12-29 17:06:43.226,2013-12-29 17:40:42.657,34.0,25,0,17,39,classic
y6zydjs8,True,1388281032117.0,1388282401985.0,122,mate,black,25+0,1024,1152,A00,Mieses Opening,1,2013-12-29 01:37:12.117,2013-12-29 02:00:01.985,23.0,25,0,1,128,classic
twszsl57,True,1388278241527.0,1388279025987.0,40,resign,black,25+0,1160,1303,A00,Van't Kruijs Opening,1,2013-12-29 00:50:41.527,2013-12-29 01:03:45.987,13.0,25,0,0,143,classic
g5oz4gmk,False,1388275740383.0,1388277810352.0,45,outoftime,white,25+0,1278,1057,A04,Zukertort Opening: Queen's Gambit Invitation,2,2013-12-29 00:09:00.383,2013-12-29 00:43:30.352,34.0,25,0,0,221,classic
glp05xub,True,1388275257980.0,1388275694273.0,35,resign,white,25+0,1148,1114,A00,Van't Kruijs Opening,1,2013-12-29 00:00:57.980,2013-12-29 00:08:14.273,7.0,25,0,0,34,classic
6sm5keef,True,1388274247524.0,1388275142344.0,86,mate,black,25+0,1327,1126,A40,Horwitz Defense,2,2013-12-28 23:44:07.524,2013-12-28 23:59:02.344,15.0,25,0,23,201,classic
8pg02dzp,True,1388273468378.0,1388274151367.0,55,mate,white,25+0,1632,1128,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4,2013-12-28 23:31:08.378,2013-12-28 23:42:31.367,11.0,25,0,23,504,classic
tfoqvqxm,True,1388272852027.0,1388273417315.0,39,resign,black,25+0,1414,1104,C00,French Defense #2,2,2013-12-28 23:20:52.027,2013-12-28 23:30:17.315,9.0,25,0,23,310,classic
kkdrqmsp,True,1388270265329.0,1388271563744.0,61,mate,white,25+0,1347,1110,C00,French Defense: Normal Variation,3,2013-12-28 22:37:45.329,2013-12-28 22:59:23.744,22.0,25,0,22,237,classic
alt2meng,True,1388269053495.0,1388270236840.0,82,resign,black,25+0,957,1101,A40,Horwitz Defense,2,2013-12-28 22:17:33.495,2013-12-28 22:37:16.840,20.0,25,0,22,144,classic
jxganx24,True,1388268627412.0,1388270673995.0,19,outoftime,white,25+0,1300,1108,A40,Mikenas Defense,2,2013-12-28 22:10:27.412,2013-12-28 22:44:33.995,34.0,25,0,22,192,classic
j1f8xgsb,True,1388268501365.0,1388268625769.0,12,resign,black,25+0,1116,1292,A00,Van't Kruijs Opening,1,2013-12-28 22:08:21.365,2013-12-28 22:10:25.769,2.0,25,0,22,176,classic
fdjnkn6q,True,1388242361820.0,1388243223948.0,21,resign,white,25+0,1569,1108,C00,French Defense: Normal Variation,3,2013-12-28 14:52:41.820,2013-12-28 15:07:03.948,14.0,25,0,14,461,classic
xkwp9u0z,True,1388229433548.0,1388231286390.0,60,outoftime,black,25+0,1111,1521,A00,Van't Kruijs Opening,1,2013-12-28 11:17:13.548,2013-12-28 11:48:06.390,31.0,25,0,11,410,classic
3a431g2o,True,1388190205314.0,1388192249027.0,35,outoftime,white,25+0,1312,1118,C00,French Defense: Knight Variation,3,2013-12-28 00:23:25.314,2013-12-28 00:57:29.027,34.0,25,0,0,194,classic
ctowgs7k,True,1388189112486.0,1388190109187.0,21,resign,white,25+0,1567,1120,C00,French Defense: Normal Variation,3,2013-12-28 00:05:12.486,2013-12-28 00:21:49.187,17.0,25,0,0,447,classic
kKId5Nq6,True,1504478709411.0,1504479339073.0,53,mate,white,15+0,1905,1843,B00,St. George Defense,2,2017-09-03 22:45:09.411,2017-09-03 22:55:39.073,10.0,15,0,22,62,rapid
fGrKuTIi,True,1504478127031.0,1504478549903.0,40,resign,black,15+0,1852,1896,A40,Horwitz Defense,2,2017-09-03 22:35:27.031,2017-09-03 22:42:29.903,7.0,15,0,22,44,rapid
QNkHvnCO,True,1504477136632.0,1504477782199.0,59,resign,white,10+0,1888,1793,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,2017-09-03 22:18:56.632,2017-09-03 22:29:42.199,11.0,10,0,22,95,rapid
2ma32m9r,True,1504476515779.0,1504476901814.0,43,resign,white,5+5,1879,1826,B03,Alekhine Defense: Four Pawns Attack |  6...Nc6,12,2017-09-03 22:08:35.779,2017-09-03 22:15:01.814,6.0,5,5,22,53,blitz
LtroB6lt,True,1504472812565.0,1504473247954.0,43,mate,white,5+8,1921,1889,A04,Zukertort Opening: Queen's Gambit Invitation,2,2017-09-03 21:06:52.565,2017-09-03 21:14:07.954,7.0,5,8,21,32,blitz
KLwXr9hV,True,1504472010185.0,1504472745784.0,63,mate,white,5+5,1881,1777,C30,King's Gambit Declined |  Queen's Knight Defense,4,2017-09-03 20:53:30.185,2017-09-03 21:05:45.784,12.0,5,5,20,104,blitz
bKk8ZUUs,True,1504471302372.0,1504471994907.0,57,mate,white,3+8,1823,1894,C00,French Defense: Queen's Knight,3,2017-09-03 20:41:42.372,2017-09-03 20:53:14.907,12.0,3,8,20,71,blitz
ggb2V0o4,True,1504468807588.0,1504469503874.0,91,resign,white,6+5,1891,1904,C00,French Defense: La Bourdonnais Variation,3,2017-09-03 20:00:07.588,2017-09-03 20:11:43.874,12.0,6,5,20,13,rapid
B6hZBPh6,True,1504465151550.0,1504466007906.0,61,outoftime,white,9+0,1895,1858,B21,Sicilian Defense: McDonnell Attack,3,2017-09-03 18:59:11.550,2017-09-03 19:13:27.906,14.0,9,0,18,37,rapid
uIglGfpA,True,1504464331431.0,1504465132306.0,103,resign,white,10+0,1879,1906,A40,Horwitz Defense,2,2017-09-03 18:45:31.431,2017-09-03 18:58:52.306,13.0,10,0,18,27,rapid
kl9mhJMd,True,1504457984918.0,1504458355734.0,57,resign,white,7+5,1882,1959,C00,French Defense: La Bourdonnais Variation,3,2017-09-03 16:59:44.918,2017-09-03 17:05:55.734,6.0,7,5,16,77,rapid
HAphXmXl,True,1504455122026.0,1504455656453.0,60,resign,black,2+10,1896,1871,C02,French Defense: Advance Variation |  Nimzowitsch System,7,2017-09-03 16:12:02.026,2017-09-03 16:20:56.453,9.0,2,10,16,25,bullet
GlnDEDbg,True,1504452557201.0,1504453497257.0,142,mate,black,10+0,2072,1855,A40,Horwitz Defense,2,2017-09-03 15:29:17.201,2017-09-03 15:44:57.257,16.0,10,0,15,217,rapid
g2lUIoKU,True,1504451605544.0,1504452550456.0,99,mate,white,10+0,1788,1868,A00,Hungarian Opening: Catalan Formation,4,2017-09-03 15:13:25.544,2017-09-03 15:29:10.456,16.0,10,0,15,80,rapid
z12w4I0Q,True,1504438197316.0,1504438737316.0,45,resign,white,8+0,1856,1895,C37,King's Gambit Accepted |  Muzio Gambit |  Sarratt Defense,12,2017-09-03 11:29:57.316,2017-09-03 11:38:57.316,9.0,8,0,11,39,rapid
zzcDhaYF,True,1504436221745.0,1504436732437.0,72,resign,black,10+0,1756,1849,C00,French Defense: Knight Variation,3,2017-09-03 10:57:01.745,2017-09-03 11:05:32.437,9.0,10,0,10,93,rapid
Ta0nkzzk,True,1504434873609.0,1504435623124.0,53,resign,white,5+8,1839,1805,C31,King's Gambit |  Falkbeer Countergambit Accepted,5,2017-09-03 10:34:33.609,2017-09-03 10:47:03.124,12.0,5,8,10,34,blitz
9hqW6wtl,True,1504393984510.0,1504394401324.0,61,resign,black,8+0,1812,1829,C00,French Defense: Queen's Knight,3,2017-09-02 23:13:04.510,2017-09-02 23:20:01.324,7.0,8,0,23,17,rapid
19o8liTP,True,1504393699350.0,1504393976171.0,50,mate,black,8+0,1841,1801,B21,Sicilian Defense: McDonnell Attack,3,2017-09-02 23:08:19.350,2017-09-02 23:12:56.171,5.0,8,0,23,40,rapid
rKJH4EQN,True,1504392772858.0,1504393637317.0,73,outoftime,white,8+0,1833,1752,C30,King's Gambit Declined: Classical |  Soldatenkov Variation,7,2017-09-02 22:52:52.858,2017-09-02 23:07:17.317,14.0,8,0,22,81,rapid
2mCo1EnA,True,1504392095299.0,1504392759513.0,85,mate,white,8+4,2069,1837,C10,French Defense: Paulsen Variation,5,2017-09-02 22:41:35.299,2017-09-02 22:52:39.513,11.0,8,4,22,232,rapid
oYG0Q9HC,True,1504391607801.0,1504392056444.0,69,mate,white,10+0,1953,1844,C00,French Defense: Schlechter Variation,5,2017-09-02 22:33:27.801,2017-09-02 22:40:56.444,7.0,10,0,22,109,rapid
vBsVD3rD,True,1504378521794.0,1504379117879.0,43,mate,white,5+8,1838,1979,B10,Caro-Kann Defense,2,2017-09-02 18:55:21.794,2017-09-02 19:05:17.879,10.0,5,8,18,141,blitz
WIwHx39n,True,1504359446374.0,1504360267627.0,73,mate,white,5+8,1976,1845,C00,French Defense: King's Indian Attack,3,2017-09-02 13:37:26.374,2017-09-02 13:51:07.627,14.0,5,8,13,131,blitz
q7f56zpy,True,1504357689658.0,1504358009291.0,59,resign,white,5+5,1835,1812,C00,French Defense: La Bourdonnais Variation,3,2017-09-02 13:08:09.658,2017-09-02 13:13:29.291,5.0,5,5,13,23,blitz
9dw9KpDK,True,1504355313511.0,1504355988050.0,73,mate,white,5+5,1826,1792,C36,King's Gambit Accepted: Modern Defense #2,7,2017-09-02 12:28:33.511,2017-09-02 12:39:48.050,11.0,5,5,12,34,blitz
psGOD6Ch,True,1504350254736.0,1504350435813.0,36,mate,black,5+8,1835,1887,C34,King's Gambit Accepted |  Fischer Defense,6,2017-09-02 11:04:14.736,2017-09-02 11:07:15.813,3.0,5,8,11,52,blitz
pAQbuN8s,True,1504347241317.0,1504347885078.0,99,resign,white,10+0,2121,1838,A40,Horwitz Defense,2,2017-09-02 10:14:01.317,2017-09-02 10:24:45.078,11.0,10,0,10,283,rapid
vZUh3Jht,True,1504346162063.0,1504346826187.0,78,resign,black,10+0,1752,1830,A00,Hungarian Opening,1,2017-09-02 09:56:02.063,2017-09-02 10:07:06.187,11.0,10,0,9,78,rapid
pUNe0vXT,True,1504345306489.0,1504346143152.0,67,mate,white,5+5,1816,1841,C00,French Defense: Knight Variation,3,2017-09-02 09:41:46.489,2017-09-02 09:55:43.152,14.0,5,5,9,25,blitz
OvicOMpT,True,1504342495999.0,1504343254802.0,89,mate,white,10+0,1837,1852,A13,English Opening: Agincourt Defense #2,4,2017-09-02 08:54:55.999,2017-09-02 09:07:34.802,13.0,10,0,8,15,rapid
ozdhcBwW,True,1504341477577.0,1504342440227.0,87,outoftime,white,8+2,1844,1769,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,2017-09-02 08:37:57.577,2017-09-02 08:54:00.227,16.0,8,2,8,75,rapid
yLxiW13Y,True,1504340542972.0,1504341464413.0,111,mate,white,10+0,1926,1852,C02,French Defense: Advance Variation #3,5,2017-09-02 08:22:22.972,2017-09-02 08:37:44.413,15.0,10,0,8,74,rapid
nqXzmeXw,True,1504290386552.0,1504290879972.0,66,mate,black,8+0,1791,1843,A00,Hungarian Opening,1,2017-09-01 18:26:26.552,2017-09-01 18:34:39.972,8.0,8,0,18,52,rapid
qZNbcVrl,True,1402172220443.0,1402172902725.0,71,resign,white,5+5,2093,1854,B01,Scandinavian Defense: Main Line,6,2014-06-07 20:17:00.443,2014-06-07 20:28:22.725,11.0,5,5,20,239,blitz
aNGy83KH,True,1398535655037.0,1398536410716.0,72,resign,black,11+1,1619,2145,A45,Indian Game,2,2014-04-26 18:07:35.037,2014-04-26 18:20:10.716,13.0,11,1,18,526,rapid
pCjUTx7n,True,1398527715236.0,1398528288283.0,60,mate,black,10+0,1497,2129,C48,Four Knights Game: Spanish Variation |  Classical Variation,8,2014-04-26 15:55:15.236,2014-04-26 16:04:48.283,10.0,10,0,15,632,rapid
kWKvrqYL,True,1504107699427.0,1504108242698.0,61,mate,white,20+0,1439,1454,D02,Queen's Pawn Game: Zukertort Variation,3,2017-08-30 15:41:39.427,2017-08-30 15:50:42.698,9.0,20,0,15,15,classic
9tXo1AUZ,True,1504027357595.0,1504028484778.0,95,mate,white,30+3,1523,1469,C41,Philidor Defense,5,2017-08-29 17:22:37.595,2017-08-29 17:41:24.778,19.0,30,3,17,54,classic
2hAfHcWW,True,1504452017523.0,1504452731980.0,59,resign,white,10+0,1724,1721,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9,2017-09-03 15:20:17.523,2017-09-03 15:32:11.980,12.0,10,0,15,3,rapid
fUzznpbV,True,1504447225048.0,1504447722272.0,47,resign,white,10+0,1687,1763,C51,Italian Game: Evans Gambit |  McDonnell Defense,10,2017-09-03 14:00:25.048,2017-09-03 14:08:42.272,8.0,10,0,14,76,rapid
ox5WPHB1,True,1504418953895.0,1504420215389.0,119,resign,white,15+15,1732,1700,B32,Sicilian Defense: Franco-Sicilian Variation,6,2017-09-03 06:09:13.895,2017-09-03 06:30:15.389,21.0,15,15,6,32,rapid
J5qDbdI2,True,1504342327266.0,1504342487991.0,41,resign,white,10+0,1746,1772,C00,French Defense: Knight Variation,3,2017-09-02 08:52:07.266,2017-09-02 08:54:47.991,3.0,10,0,8,26,rapid
436pmb8k,True,1504341786687.0,1504342312732.0,81,draw,draw,10+0,1773,1768,C55,Italian Game: Anti-Fried Liver Defense,6,2017-09-02 08:43:06.687,2017-09-02 08:51:52.732,9.0,10,0,8,5,rapid
KUCLePTd,True,1504245105496.0,1504246095873.0,116,outoftime,black,10+0,1624,1741,C20,Portuguese Opening,3,2017-09-01 05:51:45.496,2017-09-01 06:08:15.873,17.0,10,0,5,117,rapid
GxPfwKKO,True,1504244429295.0,1504244996032.0,99,draw,draw,10+0,1772,1537,C42,Russian Game: Classical Attack |  Closed Variation,10,2017-09-01 05:40:29.295,2017-09-01 05:49:56.032,9.0,10,0,5,235,rapid
k3buQmpE,True,1504208157427.0,1504208667483.0,77,resign,white,10+0,1783,1841,D20,Queen's Gambit Accepted: Accelerated Mannheim Variation,5,2017-08-31 19:35:57.427,2017-08-31 19:44:27.483,9.0,10,0,19,58,rapid
qIStgGJx,True,1504201157498.0,1504202054663.0,81,resign,white,10+0,1811,1581,C50,Italian Game,5,2017-08-31 17:39:17.498,2017-08-31 17:54:14.663,15.0,10,0,17,230,rapid
e7lWJcnK,True,1504100207346.0,1504101200848.0,96,draw,draw,10+0,1733,1833,B40,Sicilian Defense: French Variation,4,2017-08-30 13:36:47.346,2017-08-30 13:53:20.848,17.0,10,0,13,100,rapid
NfyHNEiR,False,1504091433559.0,1504091465004.0,10,resign,white,10+0,1625,1833,B00,Owen Defense,2,2017-08-30 11:10:33.559,2017-08-30 11:11:05.004,1.0,10,0,11,208,rapid
z6gg3YYt,True,1504089502312.0,1504090975047.0,98,outoftime,black,15+5,1460,1808,B46,Sicilian Defense: Paulsen Variation,10,2017-08-30 10:38:22.312,2017-08-30 11:02:55.047,25.0,15,5,10,348,rapid
w6yX99ya,True,1504087852476.0,1504087940130.0,18,resign,black,10+0,1679,1695,A00,Gedult's Opening,1,2017-08-30 10:10:52.476,2017-08-30 10:12:20.130,1.0,10,0,10,16,rapid
un86XZiS,True,1504086864267.0,1504087783727.0,95,resign,white,10+0,1500,1539,C00,French Defense: Normal Variation,3,2017-08-30 09:54:24.267,2017-08-30 10:09:43.727,15.0,10,0,9,39,rapid
TaJPxLiw,True,1502371242987.0,1502371738060.0,32,mate,black,15+3,1336,1275,A16,English Opening: Anglo-Indian Defense |  Queen's Knight Variation,3,2017-08-10 13:20:42.987,2017-08-10 13:28:58.060,8.0,15,3,13,61,rapid
r2khP5Vs,True,1502370544586.0,1502371233930.0,43,resign,black,10+3,1295,1311,D20,Queen's Gambit Accepted: Central Variation |  Greco Variation,6,2017-08-10 13:09:04.586,2017-08-10 13:20:33.930,11.0,10,3,13,16,rapid
IVrAnmJv,True,1498858500484.0,1498859604393.0,81,resign,black,10+5,1325,1379,D20,Queen's Gambit Accepted: Central Variation |  Greco Variation,6,2017-06-30 21:35:00.484,2017-06-30 21:53:24.393,18.0,10,5,21,54,rapid
vZvrBGAQ,True,1498775003078.0,1498775311251.0,31,mate,white,10+2,1302,1293,D21,Queen's Gambit Accepted: Rosenthal Variation,6,2017-06-29 22:23:23.078,2017-06-29 22:28:31.251,5.0,10,2,22,9,rapid
9ptYOW8L,True,1498774666571.0,1498774979243.0,27,resign,white,10+5,1431,1320,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,6,2017-06-29 22:17:46.571,2017-06-29 22:22:59.243,5.0,10,5,22,111,rapid
awZ3R17W,True,1492935323578.0,1492935988612.0,42,resign,white,12+10,1333,1347,B00,Caro-Kann Defense: Hillbilly Attack,3,2017-04-23 08:15:23.578,2017-04-23 08:26:28.612,11.0,12,10,8,14,rapid
RS68WCJP,True,1484944672153.0,1484945403763.0,46,resign,white,10+5,1345,1340,C15,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit,7,2017-01-20 20:37:52.153,2017-01-20 20:50:03.763,12.0,10,5,20,5,rapid
jwaipTby,True,1484867689463.0,1484869315827.0,124,mate,black,10+10,1444,1300,B12,Caro-Kann Defense: Advance Variation |  Bayonet Attack,7,2017-01-19 23:14:49.463,2017-01-19 23:41:55.827,27.0,10,10,23,144,rapid
u1g5LTHq,True,1484338470907.0,1484339443943.0,46,outoftime,black,10+10,1331,1374,A40,English Defense #2,2,2017-01-13 20:14:30.907,2017-01-13 20:30:43.943,16.0,10,10,20,43,rapid
TciMcYZX,True,1483730984312.0,1483732086676.0,85,resign,white,5+8,1387,1368,B10,Caro-Kann Defense,2,2017-01-06 19:29:44.312,2017-01-06 19:48:06.676,18.0,5,8,19,19,blitz
pi46u5H1,True,1482266073959.0,1482266470210.0,39,mate,white,10+5,1419,1425,D02,Queen's Pawn Game: Chigorin Variation,4,2016-12-20 20:34:33.959,2016-12-20 20:41:10.210,7.0,10,5,20,6,rapid
13Bhzfum,True,1482084158042.0,1482085205189.0,38,outoftime,black,10+5,1263,1387,D02,Queen's Pawn Game: Symmetrical Variation,4,2016-12-18 18:02:38.042,2016-12-18 18:20:05.189,17.0,10,5,18,124,rapid
hUEg89zo,True,1481494557315.0,1481495321708.0,53,resign,white,10+5,1433,1458,B12,Caro-Kann Defense: Advance Variation,5,2016-12-11 22:15:57.315,2016-12-11 22:28:41.708,13.0,10,5,22,25,rapid
vFtmDOwT,True,1481314410456.0,1481315346845.0,63,resign,white,10+5,1372,1393,D11,Slav Defense: Modern Line,5,2016-12-09 20:13:30.456,2016-12-09 20:29:06.845,16.0,10,5,20,21,rapid
3RyTRCMI,True,1481312536394.0,1481313098054.0,37,resign,white,10+5,1332,1081,C13,French Defense: Classical Variation |  Normal Variation,8,2016-12-09 19:42:16.394,2016-12-09 19:51:38.054,9.0,10,5,19,251,rapid
2n4fQAJi,True,1480615673152.0,1480617314717.0,114,draw,draw,10+5,1309,1375,D20,Queen's Gambit Accepted: Saduleto Variation,5,2016-12-01 18:07:53.152,2016-12-01 18:35:14.717,27.0,10,5,18,66,rapid
bB8WETtM,True,1504232051058.0,1504233265513.0,52,resign,black,15+5,2175,2208,E56,Nimzo-Indian Defense: Normal Variation |  Gligoric System |  Bernstein Defense,14,2017-09-01 02:14:11.058,2017-09-01 02:34:25.513,20.0,15,5,2,33,rapid
Xe3gOrsz,False,1504231270074.0,1504231316938.0,7,draw,draw,15+10,2208,1500,C55,Italian Game: Anti-Fried Liver Defense,6,2017-09-01 02:01:10.074,2017-09-01 02:01:56.938,1.0,15,10,2,708,rapid
NTp13DPP,False,1504230018295.0,1504230861800.0,56,draw,draw,20+0,2208,2526,C63,Ruy Lopez: Schliemann Defense |  Tartakower Variation,10,2017-09-01 01:40:18.295,2017-09-01 01:54:21.800,14.0,20,0,1,318,classic
ITipQLDu,True,1504226469889.0,1504227018580.0,62,mate,black,10+0,1348,2208,A45,Indian Game,2,2017-09-01 00:41:09.889,2017-09-01 00:50:18.580,9.0,10,0,0,860,rapid
xJDUaj1h,True,1504141935714.0,1504142789892.0,69,resign,white,10+0,2207,1634,C41,Philidor Defense: Exchange Variation #2,7,2017-08-31 01:12:15.714,2017-08-31 01:26:29.892,14.0,10,0,1,573,rapid
vWoHMisO,True,1504140227528.0,1504141319286.0,189,outoftime,white,10+0,2206,1723,E80,King's Indian Defense: Saemisch Variation,9,2017-08-31 00:43:47.528,2017-08-31 01:01:59.286,18.0,10,0,0,483,rapid
VhJ7cV1L,True,1504063886275.0,1504064274754.0,64,resign,black,10+0,1725,2204,B90,Sicilian Defense: Najdorf Variation |  English Attack,11,2017-08-30 03:31:26.275,2017-08-30 03:37:54.754,6.0,10,0,3,479,rapid
KCqT9eNw,True,1504063009974.0,1504063751409.0,77,resign,white,10+0,2201,1849,A04,Zukertort Opening: Nimzo-Larsen Variation,3,2017-08-30 03:16:49.974,2017-08-30 03:29:11.409,12.0,10,0,3,352,rapid
Bs8JtkKB,True,1504062690477.0,1504062953023.0,29,resign,white,10+0,2192,2063,B07,Pirc Defense #3,6,2017-08-30 03:11:30.477,2017-08-30 03:15:53.023,4.0,10,0,3,129,rapid
6qe4OBBp,True,1504061656094.0,1504062509390.0,86,resign,black,10+0,1902,2188,B90,Sicilian Defense: Najdorf Variation,10,2017-08-30 02:54:16.094,2017-08-30 03:08:29.390,14.0,10,0,2,286,rapid
FtwV4vsK,True,1504060952087.0,1504061529507.0,78,mate,black,10+0,1620,2187,B10,Caro-Kann Defense,2,2017-08-30 02:42:32.087,2017-08-30 02:52:09.507,10.0,10,0,2,567,rapid
dYbRt8WE,True,1504060736764.0,1504060907646.0,22,draw,draw,10+0,2189,2123,B13,Caro-Kann Defense: Exchange Variation |  Rubinstein Variation,11,2017-08-30 02:38:56.764,2017-08-30 02:41:47.646,3.0,10,0,2,66,rapid
6fDBMspI,True,1503629519258.0,1503631207596.0,117,resign,white,15+0,2182,1999,B01,Scandinavian Defense: Modern Variation |  Gipslis Variation,8,2017-08-25 02:51:59.258,2017-08-25 03:20:07.596,28.0,15,0,2,183,rapid
nCjGdt4W,True,1503627504516.0,1503628745682.0,168,resign,black,10+0,2188,2168,C88,Ruy Lopez: Closed |  8.c3,15,2017-08-25 02:18:24.516,2017-08-25 02:39:05.682,21.0,10,0,2,20,rapid
3CmelaEs,True,1504320355715.0,1504320523336.0,27,resign,white,10+0,1823,1600,C41,Philidor Defense #3,5,2017-09-02 02:45:55.715,2017-09-02 02:48:43.336,3.0,10,0,2,223,rapid
Xb7CydfV,True,1504471838373.0,1504472416555.0,66,mate,black,10+0,1909,1639,A46,Torre Attack #2,3,2017-09-03 20:50:38.373,2017-09-03 21:00:16.555,10.0,10,0,20,270,rapid
dmDRp2sC,True,1504471282146.0,1504471797024.0,61,outoftime,white,10+0,1853,1923,A00,Hungarian Opening,1,2017-09-03 20:41:22.146,2017-09-03 20:49:57.024,9.0,10,0,20,70,rapid
cmfM3vr9,True,1504470622503.0,1504471239177.0,69,resign,white,10+0,2121,1929,B43,Sicilian Defense: Kan Variation |  Knight Variation,9,2017-09-03 20:30:22.503,2017-09-03 20:40:39.177,10.0,10,0,20,192,rapid
Hj23Y0k5,True,1504469753540.0,1504470607510.0,74,outoftime,black,10+0,1935,2124,E11,Bogo-Indian Defense: Gruenfeld Variation,7,2017-09-03 20:15:53.540,2017-09-03 20:30:07.510,14.0,10,0,20,189,rapid
FoGBNiqO,True,1504469096788.0,1504469720315.0,94,mate,black,10+0,1916,1924,B40,Sicilian Defense: Delayed Alapin Variation,5,2017-09-03 20:04:56.788,2017-09-03 20:15:20.315,10.0,10,0,20,8,rapid
fPQvNK6L,True,1504468632454.0,1504469067841.0,75,resign,white,10+0,1916,1791,A41,Queen's Pawn Game: Anglo-Slav Opening,4,2017-09-03 19:57:12.454,2017-09-03 20:04:27.841,7.0,10,0,19,125,rapid
TPRYE54j,True,1504467611508.0,1504468192265.0,92,outoftime,black,10+0,1931,1749,A84,Dutch Defense,3,2017-09-03 19:40:11.508,2017-09-03 19:49:52.265,10.0,10,0,19,182,rapid
cLZLdARn,True,1504467085875.0,1504467585938.0,76,mate,black,10+0,1643,1927,A00,Grob Opening,1,2017-09-03 19:31:25.875,2017-09-03 19:39:45.938,8.0,10,0,19,284,rapid
bbgVRZrl,True,1504466520978.0,1504467037180.0,58,resign,white,10+0,1801,1943,B42,Sicilian Defense: Kan Variation |  Modern Variation,9,2017-09-03 19:22:00.978,2017-09-03 19:30:37.180,9.0,10,0,19,142,rapid
299htGOa,True,1504465790771.0,1504466478355.0,119,mate,white,10+0,1942,1466,D44,Queen's Gambit Declined: Vienna Variation,8,2017-09-03 19:09:50.771,2017-09-03 19:21:18.355,11.0,10,0,19,476,rapid
bM6kL3YE,True,1504465259279.0,1504465756612.0,70,resign,black,10+0,1957,1820,E15,Queen's Indian Defense: Fianchetto Variation,7,2017-09-03 19:00:59.279,2017-09-03 19:09:16.612,8.0,10,0,19,137,rapid
cqvcjaDD,True,1504386239488.0,1504387104777.0,121,outoftime,white,10+0,1933,1970,A49,East Indian Defense,4,2017-09-02 21:03:59.488,2017-09-02 21:18:24.777,14.0,10,0,21,37,rapid
ySnYe7O0,True,1504385360851.0,1504386159265.0,75,resign,white,10+0,2016,1980,A15,English Opening: Anglo-Indian Defense,2,2017-09-02 20:49:20.851,2017-09-02 21:02:39.265,13.0,10,0,20,36,rapid
IRsVxsLY,True,1504384709192.0,1504385354320.0,109,mate,white,10+0,1969,1971,D11,Slav Defense: Modern,6,2017-09-02 20:38:29.192,2017-09-02 20:49:14.320,11.0,10,0,20,2,rapid
KmqpVjte,True,1504384202393.0,1504384698250.0,87,resign,white,10+0,2168,1975,B09,Pirc Defense: Austrian Attack |  Unzicker Attack,11,2017-09-02 20:30:02.393,2017-09-02 20:38:18.250,8.0,10,0,20,193,rapid
MGkqyA4X,True,1504383797080.0,1504384166648.0,77,resign,white,10+0,1968,1817,A00,Mieses Opening: Reversed Rat,2,2017-09-02 20:23:17.080,2017-09-02 20:29:26.648,6.0,10,0,20,151,rapid
2Nk1rUCU,True,1504382853250.0,1504383784052.0,87,outoftime,white,10+0,1961,1805,D78,Neo-Gruenfeld Defense: Classical Variation |  Modern Defense,12,2017-09-02 20:07:33.250,2017-09-02 20:23:04.052,16.0,10,0,20,156,rapid
kzxfItmB,True,1504381931536.0,1504382797233.0,91,mate,white,10+0,1746,1979,B40,Sicilian Defense: Delayed Alapin Variation,5,2017-09-02 19:52:11.536,2017-09-02 20:06:37.233,14.0,10,0,19,233,rapid
vtCUw4Z9,True,1504381487079.0,1504381914931.0,50,mate,black,10+0,1878,1971,B41,Sicilian Defense: Kan Variation,8,2017-09-02 19:44:47.079,2017-09-02 19:51:54.931,7.0,10,0,19,93,rapid
